Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
3/24/2021,14,15,Solar,83,Wednesday,March,Spring,9136.749999999998
3/18/2020,15,16,Solar,78,Wednesday,March,Spring,5350.03
9/10/2022,11,12,Solar,253,Saturday,September,Fall,12767.3
7/20/2021,12,13,Solar,201,Tuesday,July,Summer,11092.899999999998
4/22/2025,8,9,Solar,112,Tuesday,April,Spring,3711.0499999999997
5/10/2022,9,10,Solar,130,Tuesday,May,Spring,7283.6399999999985
5/7/2023,16,17,Solar,127,Sunday,May,Spring,9197.929999999998
11/21/2020,12,13,Solar,326,Saturday,November,Fall,8254.47
5/28/2021,8,9,Solar,148,Friday,May,Spring,4688.32
7/23/2025,13,14,Solar,204,Wednesday,July,Summer,10605.069999999998
11/8/2020,13,14,Solar,313,Sunday,November,Fall,5699.399999999999
6/16/2025,16,17,Solar,167,Monday,June,Summer,15803.759999999998
9/3/2022,13,14,Solar,246,Saturday,September,Fall,10904.529999999999
1/17/2022,10,11,Solar,17,Monday,January,Winter,4419.449999999999
1/17/2025,13,14,Solar,17,Friday,January,Winter,8714.929999999998
9/15/2022,16,17,Solar,258,Thursday,September,Fall,8244.81
9/4/2022,11,12,Solar,247,Sunday,September,Fall,10737.089999999998
5/28/2023,10,11,Solar,148,Sunday,May,Spring,7491.329999999999
7/12/2022,9,10,Solar,193,Tuesday,July,Summer,6253.239999999999
11/8/2024,14,15,Solar,313,Friday,November,Fall,7216.019999999999
9/12/2020,18,19,Solar,256,Saturday,September,Fall,2811.0599999999995
3/4/2021,12,13,Solar,63,Thursday,March,Spring,5847.519999999999
9/15/2023,14,15,Solar,258,Friday,September,Fall,13295.379999999997
6/23/2023,10,11,Solar,174,Friday,June,Summer,9561.789999999999
10/12/2021,15,16,Solar,285,Tuesday,October,Fall,11400.409999999998
5/9/2022,18,19,Solar,129,Monday,May,Spring,4562.74
4/30/2022,15,16,Solar,120,Saturday,April,Spring,13855.659999999998
1/18/2025,10,11,Solar,18,Saturday,January,Winter,5037.69
8/15/2022,15,16,Solar,227,Monday,August,Summer,12719.0
2/16/2025,13,14,Solar,47,Sunday,February,Winter,13998.949999999999
12/29/2024,12,13,Solar,364,Sunday,December,Winter,5617.29
9/17/2021,12,13,Solar,260,Friday,September,Fall,7542.849999999999
5/18/2021,10,11,Solar,138,Tuesday,May,Spring,7335.159999999999
8/15/2024,15,16,Solar,228,Thursday,August,Summer,15642.759999999998
6/24/2025,8,9,Solar,175,Tuesday,June,Summer,7546.069999999999
12/19/2021,12,13,Solar,353,Sunday,December,Winter,7180.599999999999
6/20/2025,17,18,Solar,171,Friday,June,Summer,13556.199999999999
8/18/2025,12,13,Solar,230,Monday,August,Summer,14679.979999999998
8/13/2024,15,16,Solar,226,Tuesday,August,Summer,9792.019999999999
3/27/2022,18,19,Solar,86,Sunday,March,Spring,4042.709999999999
4/14/2021,11,12,Solar,104,Wednesday,April,Spring,12461.4
5/8/2022,17,18,Solar,128,Sunday,May,Spring,9217.249999999998
10/15/2025,14,15,Solar,288,Wednesday,October,Fall,17436.299999999996
6/3/2024,14,15,Solar,155,Monday,June,Summer,12648.159999999998
6/7/2023,16,17,Solar,158,Wednesday,June,Summer,13322.75
1/31/2024,10,11,Solar,31,Wednesday,January,Winter,5900.65
1/13/2022,13,14,Solar,13,Thursday,January,Winter,7834.259999999999
7/18/2020,13,14,Solar,200,Saturday,July,Summer,7404.3899999999985
11/10/2020,9,10,Solar,315,Tuesday,November,Fall,2062.41
8/10/2023,15,16,Solar,222,Thursday,August,Summer,11670.889999999998
7/7/2024,12,13,Solar,189,Sunday,July,Summer,10030.299999999997
4/12/2020,12,13,Solar,103,Sunday,April,Spring,6729.799999999999
8/22/2025,16,17,Solar,234,Friday,August,Summer,13846.0
5/5/2022,16,17,Solar,125,Thursday,May,Spring,9880.569999999998
8/11/2021,14,15,Solar,223,Wednesday,August,Summer,8381.66
6/14/2020,11,12,Solar,166,Sunday,June,Summer,8260.91
7/16/2022,10,11,Solar,197,Saturday,July,Summer,10836.909999999998
11/26/2025,13,14,Solar,330,Wednesday,November,Fall,10782.169999999998
9/9/2020,10,11,Solar,253,Wednesday,September,Fall,3777.059999999999
5/14/2025,9,10,Solar,134,Wednesday,May,Spring,8978.969999999998
7/22/2024,13,14,Solar,204,Monday,July,Summer,16491.229999999996
1/24/2020,16,17,Solar,24,Friday,January,Winter,1176.9099999999999
9/20/2024,16,17,Solar,264,Friday,September,Fall,10925.46
5/14/2023,17,18,Solar,134,Sunday,May,Spring,11751.389999999998
7/17/2025,11,12,Solar,198,Thursday,July,Summer,13667.289999999997
4/29/2024,14,15,Solar,120,Monday,April,Spring,11344.06
3/6/2024,15,16,Solar,66,Wednesday,March,Spring,8116.009999999999
10/24/2024,12,13,Solar,298,Thursday,October,Fall,13383.929999999998
8/19/2025,15,16,Solar,231,Tuesday,August,Summer,11094.509999999998
8/23/2023,16,17,Solar,235,Wednesday,August,Summer,8756.789999999999
7/16/2025,14,15,Solar,197,Wednesday,July,Summer,26268.759999999995
12/6/2023,15,16,Solar,340,Wednesday,December,Winter,3403.5399999999995
5/12/2021,14,15,Solar,132,Wednesday,May,Spring,9075.569999999998
7/21/2024,12,13,Solar,203,Sunday,July,Summer,6320.859999999999
8/10/2021,14,15,Solar,222,Tuesday,August,Summer,9317.069999999998
7/3/2021,12,13,Solar,184,Saturday,July,Summer,6675.0599999999995
1/12/2022,15,16,Solar,12,Wednesday,January,Winter,6188.839999999999
7/22/2020,15,16,Solar,204,Wednesday,July,Summer,6544.65
7/15/2020,13,14,Solar,197,Wednesday,July,Summer,6865.039999999999
9/26/2021,15,16,Solar,269,Sunday,September,Fall,8904.909999999998
1/31/2024,15,16,Solar,31,Wednesday,January,Winter,9470.019999999999
8/22/2024,10,11,Solar,235,Thursday,August,Summer,16471.91
7/7/2021,10,11,Solar,188,Wednesday,July,Summer,6768.439999999999
6/30/2025,16,17,Solar,181,Monday,June,Summer,12862.289999999997
9/7/2022,10,11,Solar,250,Wednesday,September,Fall,8698.83
9/19/2022,12,13,Solar,262,Monday,September,Fall,12591.81
4/9/2025,15,16,Solar,99,Wednesday,April,Spring,11788.419999999998
8/3/2021,15,16,Solar,215,Tuesday,August,Summer,7095.269999999999
6/8/2021,15,16,Solar,159,Tuesday,June,Summer,7702.239999999999
1/8/2021,11,12,Solar,8,Friday,January,Winter,4617.48
8/25/2025,13,14,Solar,237,Monday,August,Summer,13654.409999999998
8/25/2021,15,16,Solar,237,Wednesday,August,Summer,14155.119999999999
6/25/2022,15,16,Solar,176,Saturday,June,Summer,9700.249999999998
1/24/2020,13,14,Solar,24,Friday,January,Winter,3287.6199999999994
7/17/2025,13,14,Solar,198,Thursday,July,Summer,15459.219999999998
1/24/2022,13,14,Solar,24,Monday,January,Winter,6989.009999999999
1/23/2022,12,13,Solar,23,Sunday,January,Winter,8988.63
6/23/2020,9,10,Solar,175,Tuesday,June,Summer,4594.94
8/1/2025,8,9,Solar,213,Friday,August,Summer,5663.98
3/9/2021,14,15,Solar,68,Tuesday,March,Spring,8943.549999999997
4/8/2025,15,16,Solar,98,Tuesday,April,Spring,13765.5
2/14/2025,12,13,Solar,45,Friday,February,Winter,15491.419999999998
8/24/2025,18,19,Solar,236,Sunday,August,Summer,8248.029999999999
5/6/2022,13,14,Solar,126,Friday,May,Spring,11189.499999999998
9/8/2020,9,10,Solar,252,Tuesday,September,Fall,3773.8399999999997
10/14/2025,14,15,Solar,287,Tuesday,October,Fall,18001.41
12/27/2024,11,12,Solar,362,Friday,December,Winter,6319.25
9/8/2020,9,10,Solar,252,Tuesday,September,Fall,3773.8399999999997
5/3/2021,13,14,Solar,123,Monday,May,Spring,13849.219999999998
3/4/2025,9,10,Solar,63,Tuesday,March,Spring,9099.719999999998
7/2/2021,9,10,Solar,183,Friday,July,Summer,4150.58
7/9/2024,10,11,Solar,191,Tuesday,July,Summer,11698.259999999998
7/17/2020,11,12,Solar,199,Friday,July,Summer,6507.619999999999
5/28/2021,11,12,Solar,148,Friday,May,Spring,8916.179999999998
12/21/2021,12,13,Solar,355,Tuesday,December,Winter,5876.5
11/4/2020,12,13,Solar,309,Wednesday,November,Fall,5757.359999999999
7/17/2025,16,17,Solar,198,Thursday,July,Summer,14103.599999999999
6/2/2022,12,13,Solar,153,Thursday,June,Summer,10849.789999999999
9/24/2021,10,11,Solar,267,Friday,September,Fall,5969.879999999999
7/30/2020,11,12,Solar,212,Thursday,July,Summer,6256.459999999999
5/17/2020,9,10,Solar,138,Sunday,May,Spring,5752.53
9/8/2023,15,16,Solar,251,Friday,September,Fall,10954.439999999999
6/6/2022,16,17,Solar,157,Monday,June,Summer,10952.83
12/12/2024,14,15,Solar,347,Thursday,December,Winter,7154.839999999999
9/6/2023,10,11,Solar,249,Wednesday,September,Fall,8703.659999999998
9/8/2025,14,15,Solar,251,Monday,September,Fall,11089.679999999998
8/16/2020,14,15,Solar,229,Sunday,August,Summer,7233.73
6/23/2022,13,14,Solar,174,Thursday,June,Summer,9090.06
9/13/2023,11,12,Solar,256,Wednesday,September,Fall,7708.679999999999
7/28/2023,12,13,Solar,209,Friday,July,Summer,14395.009999999998
12/6/2022,11,12,Solar,340,Tuesday,December,Winter,5485.2699999999995
2/1/2025,10,11,Solar,32,Saturday,February,Winter,7971.109999999999
11/16/2025,12,13,Solar,320,Sunday,November,Fall,10444.069999999998
4/16/2025,10,11,Solar,106,Wednesday,April,Spring,10033.519999999999
10/7/2025,9,10,Solar,280,Tuesday,October,Fall,6151.8099999999995
5/12/2025,9,10,Solar,132,Monday,May,Spring,9534.419999999998
8/6/2024,14,15,Solar,219,Tuesday,August,Summer,14485.169999999998
8/28/2023,16,17,Solar,240,Monday,August,Summer,13633.479999999998
11/30/2022,14,15,Solar,334,Wednesday,November,Fall,5942.509999999999
5/13/2025,14,15,Solar,133,Tuesday,May,Spring,6399.75
12/16/2022,14,15,Solar,350,Friday,December,Winter,6945.539999999999
11/8/2024,14,15,Solar,313,Friday,November,Fall,7216.019999999999
8/8/2023,18,19,Solar,220,Tuesday,August,Summer,9143.189999999999
11/6/2021,13,14,Solar,310,Saturday,November,Fall,9811.339999999998
1/1/2021,12,13,Solar,1,Friday,January,Winter,3210.3399999999997
10/8/2025,10,11,Solar,281,Wednesday,October,Fall,7792.4
8/3/2022,11,12,Solar,215,Wednesday,August,Summer,9019.219999999998
6/24/2020,11,12,Solar,176,Wednesday,June,Summer,9571.449999999999
7/13/2023,11,12,Solar,194,Thursday,July,Summer,13620.599999999999
9/30/2020,10,11,Solar,274,Wednesday,September,Fall,5786.339999999999
4/7/2020,15,16,Solar,98,Tuesday,April,Spring,8114.4
10/8/2022,14,15,Solar,281,Saturday,October,Fall,7480.059999999999
3/25/2025,16,17,Solar,84,Tuesday,March,Spring,10067.33
3/4/2025,9,10,Solar,63,Tuesday,March,Spring,9099.719999999998
10/22/2022,14,15,Solar,295,Saturday,October,Fall,10577.699999999999
6/9/2020,13,14,Solar,161,Tuesday,June,Summer,8117.619999999998
2/14/2023,11,12,Solar,45,Tuesday,February,Winter,10331.369999999999
5/9/2022,18,19,Solar,129,Monday,May,Spring,4562.74
5/11/2022,12,13,Solar,131,Wednesday,May,Spring,19476.17
10/13/2024,14,15,Solar,287,Sunday,October,Fall,5651.099999999999
7/18/2020,14,15,Solar,200,Saturday,July,Summer,7436.589999999998
3/16/2024,14,15,Solar,76,Saturday,March,Spring,12432.419999999998
5/18/2025,10,11,Solar,138,Sunday,May,Spring,7211.189999999999
6/11/2022,18,19,Solar,162,Saturday,June,Summer,5577.04
7/21/2024,13,14,Solar,203,Sunday,July,Summer,6667.009999999999
9/22/2020,16,17,Solar,266,Tuesday,September,Fall,3994.4099999999994
6/13/2022,10,11,Solar,164,Monday,June,Summer,8652.14
6/17/2022,9,10,Solar,168,Friday,June,Summer,6557.53
8/13/2024,15,16,Solar,226,Tuesday,August,Summer,9792.019999999999
4/16/2021,11,12,Solar,106,Friday,April,Spring,12569.269999999999
8/29/2023,13,14,Solar,241,Tuesday,August,Summer,10526.179999999998
5/13/2025,15,16,Solar,133,Tuesday,May,Spring,6219.429999999999
4/30/2022,15,16,Solar,120,Saturday,April,Spring,13855.659999999998
9/18/2021,17,18,Solar,261,Saturday,September,Fall,4300.3099999999995
12/6/2023,12,13,Solar,340,Wednesday,December,Winter,6457.709999999999
8/19/2025,15,16,Solar,231,Tuesday,August,Summer,11094.509999999998
3/22/2024,8,9,Solar,82,Friday,March,Spring,6555.919999999998
6/23/2024,19,20,Solar,175,Sunday,June,Summer,5453.07
9/4/2022,16,17,Solar,247,Sunday,September,Fall,10147.83
10/27/2024,15,16,Solar,301,Sunday,October,Fall,3926.7899999999995
9/16/2024,13,14,Solar,260,Monday,September,Fall,16884.07
6/18/2020,13,14,Solar,170,Thursday,June,Summer,7555.73
9/30/2020,10,11,Solar,274,Wednesday,September,Fall,5786.339999999999
12/30/2024,11,12,Solar,365,Monday,December,Winter,4770.429999999999
8/19/2022,12,13,Solar,231,Friday,August,Summer,11680.55
6/20/2025,9,10,Solar,171,Friday,June,Summer,10946.39
1/5/2020,11,12,Solar,5,Sunday,January,Winter,5284.0199999999995
7/2/2025,8,9,Solar,183,Wednesday,July,Summer,6486.689999999999
4/13/2021,13,14,Solar,103,Tuesday,April,Spring,10664.64
7/24/2020,9,10,Solar,206,Friday,July,Summer,4755.94
7/13/2020,13,14,Solar,195,Monday,July,Summer,7575.049999999999
9/11/2023,16,17,Solar,254,Monday,September,Fall,8268.96
7/13/2022,13,14,Solar,194,Wednesday,July,Summer,11036.549999999997
3/2/2022,11,12,Solar,61,Wednesday,March,Spring,4949.139999999999
10/9/2021,12,13,Solar,282,Saturday,October,Fall,8557.149999999998
9/1/2020,16,17,Solar,245,Tuesday,September,Fall,6958.419999999998
9/5/2020,10,11,Solar,249,Saturday,September,Fall,5742.869999999999
9/5/2025,15,16,Solar,248,Friday,September,Fall,15341.689999999997
9/5/2023,16,17,Solar,248,Tuesday,September,Fall,9600.429999999998
5/30/2022,10,11,Solar,150,Monday,May,Spring,7831.039999999999
9/12/2022,16,17,Solar,255,Monday,September,Fall,8275.399999999998
4/10/2025,17,18,Solar,100,Thursday,April,Spring,17296.229999999996
12/26/2024,13,14,Solar,361,Thursday,December,Winter,8314.039999999999
7/6/2023,8,9,Solar,187,Thursday,July,Summer,3744.859999999999
4/19/2022,9,10,Solar,109,Tuesday,April,Spring,4784.919999999999
7/29/2024,12,13,Solar,211,Monday,July,Summer,16307.689999999997
8/11/2024,13,14,Solar,224,Sunday,August,Summer,10767.679999999998
8/1/2025,13,14,Solar,213,Friday,August,Summer,18083.519999999997
9/19/2022,12,13,Solar,262,Monday,September,Fall,12591.81
7/5/2022,18,19,Solar,186,Tuesday,July,Summer,8940.33
9/18/2025,12,13,Solar,261,Thursday,September,Fall,16695.699999999997
2/1/2025,10,11,Solar,32,Saturday,February,Winter,7971.109999999999
6/7/2024,11,12,Solar,159,Friday,June,Summer,9796.849999999999
6/23/2021,10,11,Solar,174,Wednesday,June,Summer,6045.549999999999
6/12/2022,12,13,Solar,163,Sunday,June,Summer,9614.919999999998
2/23/2022,15,16,Solar,54,Wednesday,February,Winter,9044.98
10/6/2025,13,14,Solar,279,Monday,October,Fall,16199.819999999998
10/14/2025,14,15,Solar,287,Tuesday,October,Fall,18001.41
9/13/2020,14,15,Solar,257,Sunday,September,Fall,6536.599999999999
6/23/2023,15,16,Solar,174,Friday,June,Summer,12841.359999999999
9/5/2020,15,16,Solar,249,Saturday,September,Fall,8652.14
11/11/2022,11,12,Solar,315,Friday,November,Fall,9946.58
5/8/2024,10,11,Solar,129,Wednesday,May,Spring,13363.0
4/13/2024,14,15,Solar,104,Saturday,April,Spring,9368.589999999998
8/8/2024,17,18,Solar,221,Thursday,August,Summer,12657.819999999998
5/9/2020,12,13,Solar,130,Saturday,May,Spring,5989.2
6/19/2020,8,9,Solar,171,Friday,June,Summer,3413.2
6/30/2025,11,12,Solar,181,Monday,June,Summer,13779.989999999998
10/11/2022,14,15,Solar,284,Tuesday,October,Fall,6818.349999999999
8/7/2022,9,10,Solar,219,Sunday,August,Summer,10221.89
7/30/2024,12,13,Solar,212,Tuesday,July,Summer,11922.05
10/30/2025,10,11,Solar,303,Thursday,October,Fall,13691.439999999997
9/12/2024,12,13,Solar,256,Thursday,September,Fall,16175.669999999998
7/12/2025,11,12,Solar,193,Saturday,July,Summer,15467.269999999999
1/26/2022,9,10,Solar,26,Wednesday,January,Winter,2471.3499999999995
5/14/2023,17,18,Solar,134,Sunday,May,Spring,11751.389999999998
1/25/2020,11,12,Solar,25,Saturday,January,Winter,4221.419999999999
4/17/2024,12,13,Solar,108,Wednesday,April,Spring,18461.87
8/7/2020,13,14,Solar,220,Friday,August,Summer,7549.289999999999
9/16/2024,13,14,Solar,260,Monday,September,Fall,16884.07
10/24/2021,11,12,Solar,297,Sunday,October,Fall,9835.489999999998
6/12/2025,13,14,Solar,163,Thursday,June,Summer,9346.049999999997
5/7/2020,14,15,Solar,128,Thursday,May,Spring,7088.829999999999
8/18/2025,9,10,Solar,230,Monday,August,Summer,8922.619999999999
2/8/2023,11,12,Solar,39,Wednesday,February,Winter,11361.769999999999
9/14/2021,14,15,Solar,257,Tuesday,September,Fall,7697.409999999999
1/1/2020,12,13,Solar,1,Wednesday,January,Winter,4095.8399999999997
8/4/2024,10,11,Solar,217,Sunday,August,Summer,9925.649999999998
9/21/2025,11,12,Solar,264,Sunday,September,Fall,5556.109999999999
7/7/2021,10,11,Solar,188,Wednesday,July,Summer,6768.439999999999
2/9/2022,14,15,Solar,40,Wednesday,February,Winter,8188.459999999999
1/8/2021,10,11,Solar,8,Friday,January,Winter,3601.5699999999993
4/23/2020,10,11,Solar,114,Thursday,April,Spring,3226.4399999999996
10/9/2023,10,11,Solar,282,Monday,October,Fall,6926.219999999998
1/17/2022,13,14,Solar,17,Monday,January,Winter,5916.75
8/10/2024,8,9,Solar,223,Saturday,August,Summer,4203.709999999999
1/21/2025,11,12,Solar,21,Tuesday,January,Winter,8956.429999999998
4/14/2025,8,9,Solar,104,Monday,April,Spring,3443.7899999999995
9/21/2024,13,14,Solar,265,Saturday,September,Fall,7132.299999999999
4/22/2021,11,12,Solar,112,Thursday,April,Spring,12595.029999999997
2/9/2023,10,11,Solar,40,Thursday,February,Winter,6908.509999999999
2/15/2023,16,17,Solar,46,Wednesday,February,Winter,5948.95
6/8/2024,10,11,Solar,160,Saturday,June,Summer,7497.769999999999
12/21/2021,11,12,Solar,355,Tuesday,December,Winter,5750.919999999998
9/7/2023,12,13,Solar,250,Thursday,September,Fall,12062.119999999999
6/16/2022,9,10,Solar,167,Thursday,June,Summer,5981.15
7/25/2025,11,12,Solar,206,Friday,July,Summer,13696.269999999999
6/20/2025,17,18,Solar,171,Friday,June,Summer,13556.199999999999
1/28/2022,12,13,Solar,28,Friday,January,Winter,5823.369999999999
8/1/2020,14,15,Solar,214,Saturday,August,Summer,7824.599999999999
8/9/2025,13,14,Solar,221,Saturday,August,Summer,8325.31
2/15/2025,15,16,Solar,46,Saturday,February,Winter,11405.239999999998
7/11/2025,16,17,Solar,192,Friday,July,Summer,19880.28
7/29/2024,12,13,Solar,211,Monday,July,Summer,16307.689999999997
12/13/2024,12,13,Solar,348,Friday,December,Winter,5810.489999999999
7/5/2022,12,13,Solar,186,Tuesday,July,Summer,11548.529999999997
7/4/2023,12,13,Solar,185,Tuesday,July,Summer,13002.359999999999
7/12/2022,9,10,Solar,193,Tuesday,July,Summer,6253.239999999999
12/25/2024,11,12,Solar,360,Wednesday,December,Winter,5581.869999999999
7/8/2022,9,10,Solar,189,Friday,July,Summer,8209.39
1/1/2021,12,13,Solar,1,Friday,January,Winter,3210.3399999999997
11/13/2022,10,11,Solar,317,Sunday,November,Fall,6322.469999999998
3/22/2024,14,15,Solar,82,Friday,March,Spring,14821.659999999998
8/19/2023,9,10,Solar,231,Saturday,August,Summer,7760.2
7/26/2022,12,13,Solar,207,Tuesday,July,Summer,10539.06
7/1/2022,16,17,Solar,182,Friday,July,Summer,10492.369999999999
5/5/2022,16,17,Solar,125,Thursday,May,Spring,9880.569999999998
9/24/2021,10,11,Solar,267,Friday,September,Fall,5969.879999999999
7/30/2024,13,14,Solar,212,Tuesday,July,Summer,12264.979999999998
5/9/2020,11,12,Solar,130,Saturday,May,Spring,5201.909999999999
7/5/2021,13,14,Solar,186,Monday,July,Summer,13438.669999999998
12/11/2021,12,13,Solar,345,Saturday,December,Winter,6937.489999999999
2/25/2021,12,13,Solar,56,Thursday,February,Winter,7713.509999999999
5/27/2022,10,11,Solar,147,Friday,May,Spring,9061.08
6/28/2022,15,16,Solar,179,Tuesday,June,Summer,11983.229999999998
8/21/2023,11,12,Solar,233,Monday,August,Summer,10210.619999999999
11/4/2020,12,13,Solar,309,Wednesday,November,Fall,5757.359999999999
11/26/2023,12,13,Solar,330,Sunday,November,Fall,9899.89
7/31/2025,10,11,Solar,212,Thursday,July,Summer,13844.389999999998
6/22/2020,15,16,Solar,174,Monday,June,Summer,7591.15
7/15/2024,14,15,Solar,197,Monday,July,Summer,17043.46
10/6/2022,13,14,Solar,279,Thursday,October,Fall,7924.419999999998
4/24/2025,11,12,Solar,114,Thursday,April,Spring,13237.419999999998
9/22/2020,16,17,Solar,266,Tuesday,September,Fall,3994.4099999999994
8/10/2025,16,17,Solar,222,Sunday,August,Summer,7339.989999999999
6/16/2023,11,12,Solar,167,Friday,June,Summer,10743.529999999999
12/18/2023,14,15,Solar,352,Monday,December,Winter,7837.48
4/9/2022,13,14,Solar,99,Saturday,April,Spring,12195.75
8/28/2022,16,17,Solar,240,Sunday,August,Summer,11841.55
7/14/2022,10,11,Solar,195,Thursday,July,Summer,8305.989999999998
9/14/2020,14,15,Solar,258,Monday,September,Fall,8318.869999999999
12/17/2023,13,14,Solar,351,Sunday,December,Winter,8305.989999999998
9/4/2022,11,12,Solar,247,Sunday,September,Fall,10737.089999999998
8/15/2022,15,16,Solar,227,Monday,August,Summer,12719.0
8/21/2022,8,9,Solar,233,Sunday,August,Summer,2757.9299999999994
7/25/2020,11,12,Solar,207,Saturday,July,Summer,9999.71
8/1/2025,8,9,Solar,213,Friday,August,Summer,5663.98
1/1/2021,12,13,Solar,1,Friday,January,Winter,3210.3399999999997
5/11/2022,11,12,Solar,131,Wednesday,May,Spring,16578.17
9/29/2020,14,15,Solar,273,Tuesday,September,Fall,6272.5599999999995
10/5/2023,16,17,Solar,278,Thursday,October,Fall,7317.45
2/13/2025,12,13,Solar,44,Thursday,February,Winter,7589.539999999999
4/14/2024,11,12,Solar,105,Sunday,April,Spring,6080.969999999998
10/1/2023,11,12,Solar,274,Sunday,October,Fall,10791.83
3/30/2024,12,13,Solar,90,Saturday,March,Spring,12817.21
5/7/2020,10,11,Solar,128,Thursday,May,Spring,5243.7699999999995
12/11/2022,13,14,Solar,345,Sunday,December,Winter,7108.15
5/22/2025,11,12,Solar,142,Thursday,May,Spring,16254.559999999998
12/6/2022,10,11,Solar,340,Tuesday,December,Winter,4720.5199999999995
8/29/2021,11,12,Solar,241,Sunday,August,Summer,10579.31
1/1/2020,12,13,Solar,1,Wednesday,January,Winter,4095.8399999999997
8/29/2024,17,18,Solar,242,Thursday,August,Summer,8001.7
4/25/2022,10,11,Solar,115,Monday,April,Spring,8331.749999999998
1/21/2025,11,12,Solar,21,Tuesday,January,Winter,8956.429999999998
4/23/2020,17,18,Solar,114,Thursday,April,Spring,3435.74
1/24/2022,15,16,Solar,24,Monday,January,Winter,4778.48
8/10/2025,16,17,Solar,222,Sunday,August,Summer,7339.989999999999
8/5/2024,18,19,Solar,218,Monday,August,Summer,6877.919999999998
7/17/2025,9,10,Solar,198,Thursday,July,Summer,8904.909999999998
5/16/2022,14,15,Solar,136,Monday,May,Spring,12070.169999999998
4/13/2021,15,16,Solar,103,Tuesday,April,Spring,10448.899999999998
10/11/2021,16,17,Solar,284,Monday,October,Fall,9131.919999999998
2/7/2022,14,15,Solar,38,Monday,February,Winter,10250.869999999999
8/10/2025,16,17,Solar,222,Sunday,August,Summer,7339.989999999999
10/6/2025,14,15,Solar,279,Monday,October,Fall,16444.539999999997
8/21/2024,16,17,Solar,234,Wednesday,August,Summer,14430.429999999997
6/29/2022,16,17,Solar,180,Wednesday,June,Summer,9014.39
